numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;19960501000000;100080;-140;8;130;3.000000;281.040000;276.540000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99150;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;19960501000000;100130;-90;8;50;1.000000;283.250000;277.150000;66;10000;2;1;1;90;7;2250;35;20;10;99510;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;7;6;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;19960501000000;99870;-120;8;180;5.100000;281.540000;280.150000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;19960501000000;100040;-50;8;200;3.000000;280.450000;278.040000;85;12000;2;1;1;75;2;2250;35;23;11;99230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;6;1800;6;0;6900;mq;mq;mq;mq;mq;mq;
07037;19960501000000;100050;-80;8;90;1.000000;281.850000;278.950000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;19960501000000;99760;-190;8;160;2.000000;280.950000;280.650000;98;10000;3;8;6;90;7;450;38;61;60;98570;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;3.000000;mq;mq;mq;mq;mq;mq;4;8;480;3;6;900;mq;mq;mq;mq;mq;mq;
07130;19960501000000;100050;-100;8;170;3.000000;281.540000;279.150000;85;40000;2;1;1;75;1;800;31;20;12;99530;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;660;6;0;6900;mq;mq;mq;mq;mq;mq;
07139;19960501000000;100020;-70;8;220;3.000000;282.850000;278.040000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98310;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;19960501000000;100040;-100;8;130;2.000000;284.850000;276.150000;55;12000;2;1;1;90;7;1750;35;61;60;98970;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;7;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;19960501000000;100100;-90;8;130;1.000000;283.950000;279.750000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;19960501000000;100300;-60;8;140;2.000000;280.350000;274.040000;64;15000;2;1;1;60;3;1750;35;20;12;96130;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;6;1500;5;0;7500;mq;mq;mq;mq;mq;mq;
07190;19960501000000;100310;0;0;290;1.000000;281.040000;279.650000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98470;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;19960501000000;100030;-170;8;230;8.200000;284.150000;280.040000;76;20000;2;1;1;75;5;800;32;23;10;99520;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2428.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;19960501000000;100170;-90;7;230;3.000000;281.650000;280.750000;94;8000;61;6;2;90;3;800;35;27;60;99860;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;1.000000;mq;mq;mq;mq;mq;mq;5;6;600;5;6;1200;7;3;3000;mq;mq;mq;
07240;19960501000000;100190;-10;8;240;5.100000;283.040000;276.150000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98860;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;19960501000000;100250;-30;8;260;5.100000;282.350000;278.150000;75;15000;2;1;1;90;4;1750;35;20;11;98270;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;6;1500;6;0;7500;mq;mq;mq;mq;mq;mq;
07280;19960501000000;100220;-50;6;340;2.000000;281.040000;279.650000;91;12000;1;8;1;50;4;1750;35;20;10;97510;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;4;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;19960501000000;100240;-40;7;120;1.000000;285.040000;281.850000;81;5000;2;1;1;75;2;1250;35;23;10;97060;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;6;1380;6;3;3000;mq;mq;mq;mq;mq;mq;
07314;19960501000000;100320;-110;6;210;10.800000;283.650000;280.350000;80;16000;60;6;2;100;8;800;39;61;60;100040;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1116.000000;2448.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;19960501000000;100360;-20;8;230;3.000000;280.950000;277.750000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98910;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;19960501000000;100400;-30;8;280;2.000000;280.450000;277.540000;82;12000;21;6;2;100;5;1250;35;27;60;95640;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;6;1200;8;3;2700;mq;mq;mq;mq;mq;mq;
07460;19960501000000;100290;-20;8;130;2.000000;281.040000;277.450000;78;15000;2;1;1;50;4;1750;35;20;10;96390;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;19960501000000;mq;-30;8;0;0.000000;278.650000;276.650000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90770;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;19960501000000;100220;0;5;230;2.000000;283.850000;282.450000;91;12000;2;1;1;60;3;3500;30;23;12;97390;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;3;3000;3;0;6900;mq;mq;mq;mq;mq;mq;
07510;19960501000000;100480;-90;8;210;2.000000;282.750000;281.850000;94;15000;3;6;2;90;7;800;35;61;60;99750;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;2.000000;mq;mq;mq;mq;mq;mq;1;6;900;7;6;1290;mq;mq;mq;mq;mq;mq;
07535;19960501000000;100480;0;0;0;0.000000;281.750000;279.250000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97340;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;19960501000000;100440;-20;8;0;0.000000;279.950000;277.450000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92150;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;19960501000000;100220;20;3;0;0.000000;283.450000;282.350000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99350;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;19960501000000;mq;-20;6;190;1.000000;281.850000;281.750000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90330;85000;13510;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;19960501000000;100540;-70;7;210;1.000000;282.350000;281.150000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99830;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;19960501000000;100590;-60;8;310;1.000000;281.250000;280.350000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96280;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;19960501000000;100550;20;1;280;3.000000;281.850000;280.950000;94;mq;141;14;mq;mq;mq;mq;mq;mq;mq;95700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;19960501000000;100540;20;0;310;4.100000;283.150000;281.540000;90;8000;60;6;2;100;4;450;35;27;60;98700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;mq;mq;mq;mq;mq;mq;1;6;420;4;6;900;7;4;2700;mq;mq;mq;
07643;19960501000000;100220;0;0;310;2.000000;284.040000;280.150000;77;20000;2;1;1;25;2;3500;30;23;10;100130;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;3;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;19960501000000;100290;0;0;160;2.000000;286.950000;283.540000;80;12000;2;1;1;0;mq;mq;mq;mq;mq;99850;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;19960501000000;100320;0;4;290;6.100000;286.450000;284.350000;87;18000;2;1;1;0;mq;mq;mq;mq;mq;98720;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2437.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;19960501000000;100130;-40;6;340;3.000000;286.450000;284.850000;90;15000;2;1;1;10;1;2250;30;23;10;99820;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;3;2400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;19960501000000;100310;-30;8;230;2.000000;286.540000;282.750000;78;15000;2;1;1;90;7;800;31;61;60;99750;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;7;8;780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;19960501000000;100440;40;2;30;2.000000;286.040000;284.450000;90;20000;2;1;1;90;6;450;38;23;60;100330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;5090.000000;mq;mq;mq;1;8;480;5;6;690;mq;mq;mq;mq;mq;mq;
07790;19960501000000;100190;-10;6;240;3.000000;287.540000;282.950000;74;25000;2;1;1;90;1;800;35;20;14;100050;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;5090.000000;mq;mq;mq;1;6;600;7;0;7500;mq;mq;mq;mq;mq;mq;
61968;19960501000000;101350;mq;mq;150;1.000000;296.350000;294.950000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101300;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;19960501000000;101540;mq;mq;210;5.100000;298.750000;295.450000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101430;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;19960501000000;101840;mq;mq;mq;mq;296.750000;292.850000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;19960501000000;101440;mq;mq;140;9.700000;298.950000;294.850000;78;25000;3;8;1;60;4;800;32;20;13;mq;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;mq;mq;mq;mq;mq;4;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;19960501000000;101850;mq;mq;120;2.000000;291.040000;288.350000;84;20000;2;1;1;10;1;800;38;20;10;mq;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;19960501000000;101080;-110;7;280;8.200000;285.150000;283.350000;89;10000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2447.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;19960501000000;98940;80;2;200;10.800000;277.250000;275.250000;87;30000;60;6;mq;75;6;800;38;20;11;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;mq;1119.000000;mq;mq;mq;4;8;600;3;6;780;mq;mq;mq;mq;mq;mq;
67005;19960501000000;101330;mq;mq;140;1.000000;299.150000;295.350000;80;20000;2;1;1;25;2;800;38;20;11;mq;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;19960501000000;101880;150;1;90;5.100000;298.350000;290.040000;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0;mq;mq;300.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;19960501000000;101850;160;3;80;3.000000;298.250000;292.850000;72;20000;2;1;1;25;2;800;38;20;10;mq;mq;mq;30;296.250000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;0.000000;mq;mq;mq;mq;2;8;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;19960501000000;101690;140;2;80;6.100000;298.450000;295.750000;85;15000;3;8;2;90;7;450;38;61;60;mq;mq;mq;40;mq;mq;302.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;0.200000;mq;mq;mq;mq;4;8;540;4;6;1200;mq;mq;mq;mq;mq;mq;
81401;19960501000000;101320;mq;mq;80;3.000000;298.950000;297.750000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10;mq;mq;304.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;19960501000000;101300;mq;mq;110;2.000000;299.250000;297.650000;91;15000;25;2;2;90;5;150;32;23;60;mq;mq;mq;mq;mq;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;mq;mq;mq;mq;mq;2;8;150;4;8;390;6;3;3900;mq;mq;mq;
81408;19960501000000;101290;mq;mq;80;1.000000;297.750000;297.450000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10;mq;mq;303.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;19960501000000;101210;mq;mq;70;2.000000;299.250000;296.950000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;70;mq;mq;306.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;19960501000000;98210;-10;8;110;8.700000;260.040000;251.350000;44;35000;2;1;1;50;2;2250;30;23;11;97660;mq;mq;mq;259.150000;mq;261.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;19960501030000;99930;-150;8;100;1.000000;281.250000;278.850000;85;mq;141;14;mq;mq;mq;mq;mq;mq;mq;99000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;19960501030000;100000;-130;8;70;3.000000;282.650000;276.150000;64;30000;2;1;1;90;7;2250;35;61;60;99380;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;7;6;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;19960501030000;99690;-180;6;170;5.100000;282.150000;280.450000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99520;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;19960501030000;99900;-140;6;160;3.000000;278.750000;277.250000;90;12000;2;1;1;50;1;2250;35;23;11;99090;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;6;1800;3;0;6900;mq;mq;mq;mq;mq;mq;
07037;19960501030000;99950;-100;5;250;4.100000;280.950000;280.040000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98130;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;19960501030000;99490;-260;7;180;3.000000;280.950000;280.950000;100;8000;80;8;6;90;7;450;38;61;60;98310;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;5;8;330;6;6;780;mq;mq;mq;mq;mq;mq;
07130;19960501030000;99850;-200;8;180;4.100000;280.650000;278.950000;89;40000;2;1;1;75;3;800;38;23;12;99330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;630;3;6;1380;mq;mq;mq;mq;mq;mq;
07139;19960501030000;99960;-80;8;190;3.000000;280.950000;278.250000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;19960501030000;99960;-80;5;260;6.100000;283.250000;279.450000;77;12000;61;6;2;90;5;1250;35;27;60;98890;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;3;6;1200;5;6;1500;6;3;3000;mq;mq;mq;
07168;19960501030000;100030;-70;6;180;4.100000;283.350000;280.040000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98630;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;19960501030000;100170;-110;7;140;3.000000;281.350000;274.750000;63;15000;2;1;1;75;3;1750;35;20;12;96020;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;6;1500;6;0;7500;mq;mq;mq;mq;mq;mq;
07190;19960501030000;100250;-70;6;0;0.000000;279.150000;278.150000;93;8000;mq;mq;mq;50;2;1250;32;20;12;98400;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;1080;3;0;7500;mq;mq;mq;mq;mq;mq;
07207;19960501030000;99750;-280;8;210;7.200000;283.750000;281.350000;85;20000;2;1;1;100;6;800;32;23;10;99240;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;1114.000000;2428.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;19960501030000;99960;-220;8;150;2.000000;279.950000;279.540000;97;15000;21;6;1;50;4;800;38;20;10;99640;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;3;8;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;19960501030000;100130;-70;7;210;3.000000;280.250000;276.850000;79;20000;2;1;1;10;1;1750;35;20;10;98790;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;6;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;19960501030000;100260;0;0;240;3.000000;281.350000;278.950000;85;15000;2;1;1;90;5;1750;35;20;11;98270;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;6;1500;6;0;7500;mq;mq;mq;mq;mq;mq;
07280;19960501030000;100150;-70;6;320;1.000000;281.150000;279.950000;92;12000;2;1;1;50;4;1750;35;20;10;97440;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;19960501030000;100200;-80;7;180;1.000000;281.540000;280.750000;95;3800;10;1;1;90;7;1750;35;61;60;96980;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;7;6;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;19960501030000;100100;-210;8;220;9.700000;284.540000;279.650000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99830;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;19960501030000;100230;-130;6;210;2.000000;279.040000;277.350000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98780;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
