numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07207;19960501150000;99220;-200;8;190;9.700000;283.950000;281.750000;86;20000;25;8;2;100;4;450;37;22;60;98710;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;1118.000000;2448.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;19960501150000;99550;-130;7;180;5.100000;283.540000;281.950000;90;15000;80;8;6;90;6;800;39;20;11;99240;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.000000;mq;mq;mq;1118.000000;mq;mq;mq;1;9;780;5;8;900;mq;mq;mq;mq;mq;mq;
07240;19960501150000;99790;-120;8;210;4.100000;286.150000;279.950000;66;15000;25;8;6;75;6;1250;38;20;10;98480;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;6;8;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;19960501150000;99860;-200;8;220;3.000000;289.040000;277.750000;47;40000;2;1;1;90;6;1250;31;23;11;97930;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;6;8;990;7;0;7500;mq;mq;mq;mq;mq;mq;
07280;19960501150000;100010;-160;8;90;2.000000;286.350000;281.450000;72;20000;1;6;2;100;1;800;31;27;60;97360;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;1;8;900;8;3;2700;mq;mq;mq;mq;mq;mq;
07299;19960501150000;99860;-100;8;310;2.000000;289.250000;283.150000;67;10000;1;9;2;90;2;1250;33;23;12;96740;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;990;1;9;1080;5;0;6900;mq;mq;mq;
07314;19960501150000;99660;-250;8;180;8.700000;287.040000;282.650000;75;25000;2;8;2;40;3;450;39;20;13;99390;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;mq;mq;1014.000000;1120.000000;2448.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;19960501150000;99870;-120;8;240;3.000000;285.250000;281.150000;76;20000;25;8;6;90;3;800;38;23;12;98450;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;2;8;600;5;0;7500;mq;mq;mq;mq;mq;mq;
07434;19960501150000;99960;-130;8;280;4.100000;282.040000;279.450000;84;25000;25;8;6;90;7;250;32;61;60;95250;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;mq;mq;mq;mq;mq;mq;2;8;180;5;8;900;mq;mq;mq;mq;mq;mq;
07460;19960501150000;99870;-160;6;100;4.100000;286.650000;282.150000;74;15000;80;8;6;90;5;800;38;23;60;96060;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;3;8;780;3;6;1080;5;3;2700;mq;mq;mq;
07471;19960501150000;mq;30;0;200;2.000000;281.040000;277.950000;81;15000;1;9;8;90;5;450;32;27;60;90550;85000;13250;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;mq;mq;mq;mq;mq;mq;1;8;390;5;8;600;6;3;3000;mq;mq;mq;
07481;19960501150000;99890;-220;8;40;2.000000;288.350000;282.950000;70;12000;2;1;1;90;5;800;38;27;60;97110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;750;3;8;1200;6;3;3000;mq;mq;mq;
07510;19960501150000;99810;-250;8;240;7.200000;290.750000;275.950000;37;12000;2;1;1;60;5;800;38;20;10;99100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;900;3;6;1500;mq;mq;mq;mq;mq;mq;
07535;19960501150000;99940;-200;8;190;4.100000;288.150000;279.150000;55;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96880;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;19960501150000;99930;-160;6;170;3.000000;285.250000;278.450000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91830;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;19960501150000;99870;-210;8;210;5.100000;291.450000;283.850000;61;15000;1;9;2;90;4;1250;32;20;12;99020;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;4;8;990;7;0;7500;mq;mq;mq;mq;mq;mq;
07591;19960501150000;mq;100;3;270;1.000000;282.350000;279.750000;84;9000;62;6;2;100;7;1250;33;61;60;90310;85000;13500;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.000000;mq;mq;mq;mq;mq;mq;mq;1;9;1080;6;8;1290;mq;mq;mq;mq;mq;mq;
07607;19960501150000;99860;-210;8;0;0.000000;288.950000;280.450000;57;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99170;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;19960501150000;99900;-200;8;140;2.000000;288.750000;280.540000;58;20000;2;1;1;75;5;800;38;23;10;95730;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;5060.000000;mq;mq;mq;3;8;900;3;6;1800;mq;mq;mq;mq;mq;mq;
07627;19960501150000;100060;-110;8;30;2.000000;285.350000;280.450000;72;15000;3;6;2;90;7;450;33;61;60;95290;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;2;9;390;5;8;600;mq;mq;mq;mq;mq;mq;
07630;19960501150000;100130;-110;8;290;4.100000;286.850000;282.350000;74;15000;25;8;2;75;5;800;38;23;10;98320;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;3;8;750;4;6;1500;mq;mq;mq;mq;mq;mq;
07643;19960501150000;100040;-110;6;150;6.100000;289.540000;283.850000;69;35000;2;1;1;90;3;1250;33;23;12;99950;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;9;1200;7;0;7500;mq;mq;mq;mq;mq;mq;
07650;19960501150000;100090;-120;6;150;8.200000;290.350000;286.650000;79;15000;2;1;1;90;4;800;38;23;12;99660;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;600;4;6;990;6;0;7500;mq;mq;mq;
07661;19960501150000;100260;-110;8;150;4.100000;288.850000;287.350000;91;10000;2;1;1;90;3;450;38;22;60;98670;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2427.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;19960501150000;100290;-10;6;200;7.200000;289.850000;287.850000;88;12000;2;1;1;75;5;450;32;23;10;99990;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1113.000000;2437.000000;mq;mq;3;8;300;3;8;780;mq;mq;mq;mq;mq;mq;
07747;19960501150000;100030;-60;6;60;6.100000;286.950000;283.750000;81;15000;29;9;6;60;5;150;39;20;10;99480;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.000000;mq;mq;mq;mq;mq;mq;mq;2;8;150;4;9;390;mq;mq;mq;mq;mq;mq;
07761;19960501150000;100650;-20;7;230;5.100000;290.540000;286.040000;75;20000;2;1;1;75;4;800;38;23;10;100540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;5010.000000;mq;mq;mq;2;8;600;3;6;1200;mq;mq;mq;mq;mq;mq;
07790;19960501150000;100470;-50;8;70;2.000000;291.540000;284.650000;64;12000;91;9;8;60;5;800;39;20;10;100330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;5000.000000;mq;mq;mq;1;8;690;1;9;900;mq;mq;mq;mq;mq;mq;
61968;19960501150000;101390;mq;mq;110;1.000000;300.150000;296.150000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101340;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;19960501150000;101650;mq;mq;230;4.100000;300.040000;295.450000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;19960501150000;101870;mq;mq;mq;mq;298.350000;294.250000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;19960501150000;101590;mq;mq;150;9.700000;298.950000;291.850000;65;6000;15;1;1;60;5;800;32;20;10;mq;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;19960501150000;101920;mq;mq;120;8.200000;295.540000;287.450000;60;25000;2;1;1;25;1;800;32;20;12;mq;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1118.000000;2438.000000;mq;mq;1;8;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;19960501150000;100680;-20;8;280;8.700000;287.150000;286.950000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;19960501150000;101900;200;3;0;0.000000;277.250000;275.450000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100090;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;19960501150000;99010;-20;7;180;13.800000;274.450000;274.040000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;1125.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;19960501150000;101360;mq;mq;180;2.000000;300.750000;297.040000;80;30000;2;1;1;50;4;800;38;20;11;mq;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;19960501150000;102830;-40;8;100;2.000000;277.950000;277.950000;100;900;42;5;4;100;8;20;36;61;60;102770;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;7;30;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;19960501150000;101800;-30;8;70;8.200000;301.450000;293.450000;62;15000;2;1;1;90;7;800;38;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;8;600;5;6;1200;mq;mq;mq;mq;mq;mq;
78925;19960501150000;101710;10;0;70;6.100000;299.540000;295.650000;79;20000;80;2;2;90;6;450;38;23;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;8;390;5;8;600;mq;mq;mq;mq;mq;mq;
81401;19960501150000;101450;mq;mq;130;1.000000;298.040000;297.040000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;19960501150000;101320;mq;mq;60;6.100000;303.350000;297.750000;72;15000;15;2;2;90;3;450;32;23;12;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;9;300;3;8;600;5;3;3900;mq;mq;mq;
81408;19960501150000;101250;mq;mq;120;1.000000;303.150000;298.450000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;19960501150000;101340;mq;mq;50;6.100000;300.450000;297.350000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;19960501150000;98400;-20;8;110;5.100000;256.650000;248.450000;45;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97840;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;19960501180000;99830;-20;5;150;6.100000;286.040000;279.450000;64;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98920;mq;mq;mq;280.450000;mq;288.040000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;19960501180000;99890;-30;5;160;3.000000;288.150000;276.650000;46;40000;2;1;1;75;6;1750;31;20;11;99280;mq;mq;mq;282.150000;mq;289.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;mq;mq;mq;2;8;1500;5;6;1800;5;0;7500;mq;mq;mq;
07020;19960501180000;99440;-50;6;100;5.100000;284.040000;281.650000;85;25000;25;8;2;90;3;800;38;22;60;mq;mq;mq;mq;mq;mq;287.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;2428.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;19960501180000;99590;-10;8;150;5.100000;285.040000;280.540000;74;18000;25;8;2;90;2;1250;33;20;12;98800;mq;mq;mq;279.950000;mq;288.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;1.000000;mq;mq;mq;mq;mq;1;9;1200;7;0;6300;mq;mq;mq;mq;mq;mq;
07037;19960501180000;99720;-20;6;150;1.000000;285.350000;279.150000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97930;mq;mq;mq;280.150000;mq;287.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;19960501180000;98880;-130;6;150;4.100000;282.150000;281.850000;98;12000;63;8;6;90;5;150;39;27;60;97710;mq;mq;mq;280.750000;mq;285.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.000000;mq;15.000000;mq;mq;mq;mq;mq;2;7;180;2;9;450;3;8;990;mq;mq;mq;
07117;19960501180000;mq;mq;mq;120;3.000000;284.350000;mq;mq;20000;0;6;6;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;287.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.000000;mq;2428.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;19960501180000;99420;-50;5;190;4.100000;282.540000;281.350000;92;12000;80;8;6;90;6;800;33;20;12;98910;mq;mq;mq;281.450000;mq;286.540000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;5.000000;mq;1115.000000;mq;mq;mq;1;9;600;4;8;780;5;0;6900;mq;mq;mq;
07139;19960501180000;99610;-40;8;190;4.100000;284.150000;280.250000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97910;mq;mq;mq;279.650000;mq;287.040000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;19960501180000;99760;-70;8;180;3.000000;288.540000;275.350000;41;30000;2;1;1;75;4;1750;38;20;12;98710;mq;mq;mq;281.850000;mq;290.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;1;8;1500;4;6;1800;5;0;7500;mq;mq;mq;
07168;19960501180000;99870;-80;6;80;3.000000;287.650000;280.450000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98490;mq;mq;mq;282.540000;mq;289.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;19960501180000;100020;-70;8;40;2.000000;283.850000;282.150000;89;9000;60;6;2;100;5;1750;35;20;17;95920;mq;mq;mq;281.150000;mq;287.540000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;1.000000;mq;mq;mq;mq;mq;5;6;1500;8;2;7500;mq;mq;mq;mq;mq;mq;
07190;19960501180000;99970;70;1;310;2.000000;286.750000;284.250000;85;18000;1;9;8;75;1;1250;33;23;13;98180;mq;mq;mq;281.040000;mq;293.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.000000;mq;4.000000;mq;mq;mq;mq;mq;1;9;1080;3;3;2700;6;0;6900;mq;mq;mq;
07207;19960501180000;99130;-90;5;210;8.700000;283.650000;281.250000;85;10000;2;6;2;100;8;450;37;61;60;98620;mq;mq;mq;282.350000;mq;285.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;5.000000;mq;2447.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;19960501180000;99390;-160;6;180;2.000000;283.540000;282.650000;94;15000;25;8;6;90;7;800;39;61;60;99080;mq;mq;mq;280.650000;mq;286.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.000000;mq;9.000000;mq;1118.000000;mq;mq;mq;2;9;780;5;8;900;mq;mq;mq;mq;mq;mq;
07240;19960501180000;99720;-70;8;170;4.100000;284.650000;280.950000;78;12000;15;8;6;90;5;1250;38;20;12;98410;mq;mq;mq;280.040000;mq;288.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;4;8;1200;6;0;7500;mq;mq;mq;mq;mq;mq;
07255;19960501180000;99830;-50;5;190;3.000000;286.150000;279.950000;66;25000;25;2;2;90;5;800;39;20;11;97880;mq;mq;mq;281.350000;mq;289.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;1;9;600;4;8;600;7;0;7500;mq;mq;mq;
07280;19960501180000;100020;0;5;180;3.000000;284.950000;282.850000;87;15000;21;6;2;100;3;1250;31;27;60;97360;mq;mq;mq;282.150000;mq;286.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;1.000000;mq;mq;mq;mq;mq;3;8;990;8;3;2700;mq;mq;mq;mq;mq;mq;
07299;19960501180000;100010;90;1;120;2.000000;284.350000;283.250000;93;12000;95;9;8;100;7;450;39;61;60;96830;mq;mq;mq;282.150000;mq;291.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.000000;mq;7.000000;mq;mq;mq;mq;mq;1;8;300;4;9;900;7;6;1500;mq;mq;mq;
07314;19960501180000;99480;-180;8;150;7.200000;286.350000;279.040000;61;25000;2;8;2;90;5;450;38;27;60;99210;mq;mq;mq;282.650000;mq;287.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.000000;mq;1120.000000;2438.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;19960501180000;99690;-170;8;170;4.100000;285.750000;280.040000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98280;mq;mq;mq;280.250000;mq;286.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;19960501180000;99820;-120;8;140;3.000000;283.040000;279.950000;81;40000;1;8;6;25;1;800;32;23;12;95130;mq;mq;mq;279.250000;mq;284.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.000000;mq;5.000000;mq;mq;mq;mq;mq;1;8;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;19960501180000;99810;-60;8;160;2.000000;285.450000;282.450000;82;20000;3;8;6;75;3;800;38;24;12;95990;mq;mq;mq;282.150000;mq;287.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;0.400000;mq;mq;mq;mq;mq;2;8;780;4;0;7500;mq;mq;mq;mq;mq;mq;
07471;19960501180000;mq;-60;6;0;0.000000;280.750000;278.350000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90490;mq;mq;mq;278.150000;mq;285.040000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;19960501180000;100050;120;1;80;5.100000;284.150000;282.750000;91;15000;95;9;8;90;6;250;39;27;60;97230;mq;mq;mq;283.950000;mq;288.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;1.000000;mq;mq;mq;mq;mq;4;8;180;1;9;900;3;6;1200;5;3;3000;
07510;19960501180000;99610;-200;6;210;7.200000;290.040000;276.750000;41;25000;2;1;1;60;2;1250;38;25;12;98900;mq;mq;mq;281.450000;mq;290.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.000000;mq;mq;mq;mq;mq;1;8;1380;3;3;3300;mq;mq;mq;mq;mq;mq;
07535;19960501180000;99950;-30;8;180;3.000000;284.350000;280.250000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;96850;mq;mq;mq;281.040000;mq;289.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;19960501180000;99980;-10;8;190;3.000000;283.350000;279.540000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91820;mq;mq;mq;278.950000;mq;285.540000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;19960501180000;99930;60;3;250;4.100000;288.850000;282.750000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99080;mq;mq;mq;283.040000;mq;292.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;19960501180000;mq;-90;5;270;1.000000;282.350000;280.450000;88;mq;121;14;mq;mq;mq;mq;mq;mq;mq;90220;85000;13420;mq;281.250000;mq;288.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;19960501180000;99690;-160;6;200;5.100000;291.350000;275.250000;34;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99010;mq;mq;mq;280.650000;mq;291.540000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
